,time,iraq,barack obama,afghanistan,new york,california,gop,george w bush,wall street,john mccain,supreme court,iran,china,mitt romney,republican party,texas,hillary clinton,israel,middle east,florida,tea party,europe,bill clinton,medicare,sarah palin,washington post,christian,democratic party,russia,pakistan,ohio,vietnam,british,ronald reagan,massachusetts,social security,chicago,arizona,new york city,d c ,reagan,pentagon,virginia,jewish,european,fox news,world war ii,iowa,syria,pennsylvania
127,5/9/2007,5,0,0,2,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,5/10/2007,9,1,3,6,1,2,0,0,1,2,0,1,0,0,0,1,4,0,1,0,1,2,0,0,3,2,1,3,1,0,2,6,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2
129,5/11/2007,6,1,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
130,5/12/2007,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
131,5/13/2007,5,0,1,3,2,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,2,1,2,2,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1
132,5/14/2007,11,0,0,4,4,0,0,0,0,0,3,0,1,0,1,2,0,0,1,0,2,0,1,0,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
133,5/15/2007,16,1,0,7,2,1,0,1,1,1,0,2,2,2,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,2,1,0,1,0,1,0,1,1,1,0,3,0,0,0,1,2,0,1
134,5/16/2007,15,1,3,9,1,4,0,1,2,3,2,0,1,1,0,2,3,2,2,0,2,2,0,0,2,3,1,0,0,1,4,1,1,1,0,0,1,2,0,2,3,1,1,1,2,2,0,0,0
135,5/17/2007,11,0,2,7,5,0,0,0,0,0,3,2,0,0,1,0,1,3,0,0,1,1,1,0,1,2,2,0,1,1,2,1,0,2,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
136,5/18/2007,5,0,2,1,0,0,0,0,0,1,5,0,0,2,1,0,0,1,1,0,1,0,1,0,0,10,0,0,0,0,0,2,1,0,0,2,0,0,0,1,2,0,2,1,0,0,0,0,0
137,5/19/2007,2,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
138,5/20/2007,4,0,0,2,0,1,0,1,0,1,1,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1
139,5/21/2007,16,2,3,7,5,2,0,0,2,1,1,0,2,3,2,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,1,1,1,3,1,2,0,0,1,1,1,0,0,2,2,1,0,1
140,5/22/2007,6,0,0,10,5,1,0,1,0,2,1,1,0,0,0,0,3,1,1,0,0,0,0,0,1,8,1,1,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
141,5/23/2007,18,0,0,10,1,6,0,0,1,1,1,2,2,0,0,1,0,0,1,0,1,0,0,0,3,1,2,0,1,1,3,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,2
142,5/24/2007,13,0,1,13,2,3,0,5,0,0,0,1,1,0,0,1,2,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0
143,5/25/2007,15,2,0,1,0,1,0,0,0,1,2,0,2,0,0,1,0,3,1,0,0,2,1,0,2,0,2,0,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
144,5/26/2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,5/27/2007,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,5/28/2007,5,1,1,4,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,0,0,0,1,1,2,0,0,0,1,1,1,1,0,0,0,0,0,4,0,2,0,2,0,1,0,0,0
147,5/29/2007,12,1,2,10,3,1,0,1,2,0,3,2,0,3,2,0,3,2,2,0,1,0,0,0,2,3,1,1,0,0,3,0,0,2,0,1,0,2,0,0,2,0,1,1,0,0,2,0,0
148,5/30/2007,11,4,1,5,2,2,0,0,1,5,1,3,2,1,0,4,2,0,0,0,10,3,1,0,2,2,0,2,0,0,2,2,1,1,0,1,0,0,1,1,0,2,0,6,1,1,0,0,0
149,6/1/2007,5,1,2,8,1,0,0,1,1,1,2,0,0,1,0,0,1,2,0,0,3,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,1,1,2,0,0,0,1,0,1,0,0,0
150,6/2/2007,7,2,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
151,6/3/2007,4,2,1,2,3,0,0,0,1,3,2,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
152,6/4/2007,12,1,1,8,1,3,0,1,1,1,3,1,0,1,3,1,11,4,0,0,0,0,1,0,0,1,2,0,5,1,5,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,5,1
153,6/5/2007,15,2,2,9,1,2,0,2,1,5,2,2,2,0,1,4,4,1,1,0,6,3,2,0,0,0,3,1,0,1,2,2,0,1,2,0,0,0,1,1,0,0,1,2,0,2,0,1,0
154,6/6/2007,22,0,1,8,2,4,0,1,2,2,8,2,4,4,3,1,5,6,2,0,8,1,0,0,4,0,2,2,0,0,2,3,1,1,0,0,1,1,0,3,1,1,0,6,0,2,0,1,1
155,6/7/2007,12,1,0,7,6,3,0,0,0,3,6,7,0,1,1,0,5,1,0,0,6,1,0,0,3,0,0,4,1,2,2,7,1,0,0,2,0,1,1,1,0,1,1,3,1,0,1,0,0
156,6/8/2007,14,0,2,7,0,1,0,1,0,0,3,0,0,3,1,3,4,0,2,0,1,0,1,0,3,3,0,1,0,0,0,1,1,0,1,2,1,0,0,1,1,2,1,0,0,1,1,0,2
157,6/9/2007,4,1,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,6/10/2007,2,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
159,6/11/2007,15,5,3,4,1,2,0,2,2,3,5,4,4,0,1,4,9,2,2,0,4,0,1,0,1,0,0,1,4,1,1,2,1,2,1,1,0,0,1,3,3,1,3,2,1,1,0,1,1
160,6/12/2007,16,3,2,14,5,2,0,0,0,1,9,3,0,3,1,4,2,4,1,0,3,0,1,0,3,2,2,0,3,0,2,1,0,0,1,1,0,4,1,0,0,1,0,1,1,1,1,0,1
161,6/13/2007,14,1,0,13,0,1,0,2,0,2,13,0,0,0,1,3,5,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,2,2,0,1,0,1,3,4,0,0,0,0,0,0,0,3,1
162,6/14/2007,19,1,1,7,3,1,0,3,0,4,4,1,1,0,0,1,0,4,0,0,4,3,0,0,3,2,1,0,0,1,3,4,1,1,0,0,0,1,0,4,3,0,0,2,1,0,1,0,1
163,6/15/2007,12,1,1,3,2,0,0,1,0,0,3,0,0,1,0,0,4,2,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,2,1,0,1,0,0,0,1,0
164,6/16/2007,4,0,1,4,1,0,0,0,1,0,5,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0
165,6/17/2007,9,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,2,1,1,2,0,1,0,0,1,1
166,6/18/2007,14,1,1,1,3,2,0,0,0,0,2,1,1,0,2,0,11,4,0,0,1,1,1,0,1,2,0,0,0,0,0,6,0,3,1,2,1,0,3,0,2,0,4,1,1,0,2,2,0
167,6/19/2007,6,5,2,11,1,3,0,2,3,1,17,3,2,1,1,3,0,1,2,0,4,2,0,0,1,0,2,4,3,2,2,2,0,1,0,0,1,0,2,2,3,0,0,3,0,0,0,0,0
168,6/20/2007,22,1,2,6,2,3,0,0,1,2,8,0,0,3,2,0,4,3,1,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0,2,2,2,1,0,1,1,2,0,1,0
169,6/21/2007,10,0,1,2,1,1,0,1,0,1,4,0,1,1,0,3,0,1,1,0,3,3,0,0,1,1,1,0,3,1,0,4,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
170,6/22/2007,9,0,2,4,0,1,0,0,0,2,0,1,0,0,0,1,3,2,0,0,2,0,0,0,2,0,0,2,0,2,1,0,0,0,0,1,0,1,2,0,1,0,0,1,4,2,0,0,0
171,6/23/2007,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,6/24/2007,7,1,1,4,1,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,0,3,1,0,2,0,0,0,2,0,1,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
173,6/25/2007,12,3,0,15,0,1,0,1,2,7,3,1,1,1,1,4,7,4,0,0,2,1,0,0,1,13,2,2,0,0,6,1,0,1,0,0,1,2,0,1,1,0,1,0,0,0,1,4,1
174,6/26/2007,7,3,1,5,1,0,0,1,1,3,2,0,0,0,0,3,0,1,0,0,1,2,2,0,1,2,2,1,2,0,0,1,0,0,0,2,0,0,1,0,1,1,1,1,2,1,1,0,1
175,6/27/2007,9,1,0,9,4,3,0,1,3,1,2,1,1,1,2,4,0,2,0,0,2,0,2,0,3,0,2,1,0,0,4,0,0,1,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0
176,6/28/2007,16,4,5,11,6,0,0,1,2,2,8,0,1,1,1,2,3,4,0,0,3,3,1,0,3,0,1,2,1,1,2,3,0,2,0,1,1,2,2,1,3,1,0,2,0,1,0,1,2
177,6/29/2007,15,1,3,6,2,0,0,3,0,5,5,4,0,2,1,0,5,6,4,0,2,0,4,0,0,3,1,3,0,1,0,0,0,0,1,1,1,1,3,1,1,4,1,1,0,1,1,0,1
178,6/30/2007,3,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
179,7/1/2007,11,0,1,1,0,1,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,7/2/2007,11,0,2,2,2,0,0,0,0,5,3,2,0,0,1,0,1,5,1,0,4,1,0,0,2,0,0,1,0,1,0,6,0,0,0,1,1,0,1,0,0,0,1,1,2,1,0,0,0
181,7/3/2007,7,0,0,10,1,0,0,1,0,2,0,1,0,2,1,2,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0
182,7/4/2007,6,0,0,6,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,3,1,5,0,2,0,0,2,0,0
183,7/5/2007,7,0,1,8,1,0,0,2,2,1,4,0,2,0,2,1,5,1,0,0,3,2,0,0,5,1,3,2,1,0,0,2,0,1,0,0,0,0,1,0,0,5,0,2,0,0,0,1,0
184,7/6/2007,5,1,0,7,1,1,0,2,0,3,0,1,0,4,2,0,0,2,0,0,2,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
185,7/7/2007,10,0,1,1,0,1,0,0,0,2,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
186,7/8/2007,5,0,1,4,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,7/9/2007,14,2,4,11,0,0,0,3,1,6,6,2,0,2,1,3,3,3,1,0,4,0,2,0,3,0,0,2,3,2,2,2,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
188,7/10/2007,11,2,0,5,1,2,0,1,0,1,4,3,0,2,3,2,6,0,2,0,2,2,0,0,1,0,1,2,1,0,1,0,0,1,0,0,1,0,1,0,0,2,2,1,0,0,1,1,0
189,7/11/2007,5,1,2,10,5,1,0,2,0,3,3,0,0,0,2,1,2,3,4,0,2,0,0,0,3,9,1,0,2,1,1,1,0,1,0,0,1,1,1,2,1,4,0,1,1,0,1,0,1
190,7/12/2007,9,2,2,1,1,1,0,0,1,0,4,1,0,1,1,1,1,2,1,0,3,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,2,0,1
191,7/13/2007,7,1,2,3,1,1,0,0,0,1,5,0,0,0,2,0,3,2,0,0,0,2,0,0,0,1,1,1,2,0,2,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,1
192,7/14/2007,5,1,0,3,1,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,1,2,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0,0,3,0,1
193,7/15/2007,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1
194,7/16/2007,20,1,1,8,4,1,0,0,1,1,5,1,0,2,2,2,3,2,1,0,0,0,0,0,4,1,0,1,1,1,4,0,2,2,0,0,0,1,0,2,3,3,0,0,0,2,2,1,2
195,7/17/2007,23,2,3,8,3,0,0,3,0,3,1,5,1,1,1,1,6,4,1,0,10,1,1,0,5,3,2,0,1,0,3,0,0,0,1,0,0,0,2,0,0,1,2,4,1,1,2,1,0
196,7/18/2007,13,1,2,3,0,1,0,1,0,2,1,1,0,1,0,1,3,0,0,0,3,0,1,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,4,1,1,0,2,1,0,0,0,0,1
197,7/19/2007,18,0,1,5,0,0,0,1,1,0,4,0,0,0,2,0,0,3,1,0,4,0,0,0,0,3,0,0,2,0,2,3,1,0,0,1,0,0,1,2,0,0,0,3,0,0,2,2,0
198,7/20/2007,17,2,2,5,4,2,0,2,1,0,2,0,2,0,1,4,2,4,0,0,1,2,0,0,0,0,1,0,1,0,4,3,1,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0
199,7/21/2007,4,0,1,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,1,0,0,0
200,7/22/2007,3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
201,7/23/2007,9,1,1,5,2,0,0,0,2,3,2,1,2,1,2,2,0,0,2,0,2,1,1,0,0,0,1,0,1,1,9,0,1,2,0,0,0,0,2,2,3,1,0,1,0,0,1,0,1
202,7/24/2007,16,1,2,4,1,2,0,0,1,2,6,1,1,2,0,2,2,2,1,0,3,2,1,0,1,3,1,1,3,0,1,0,2,0,1,1,0,0,1,3,1,0,0,3,1,0,1,2,1
203,7/25/2007,6,2,3,6,2,5,0,0,0,1,6,3,0,0,1,2,3,1,1,0,3,0,2,0,1,1,0,4,3,1,1,1,0,0,0,1,1,0,0,0,2,1,0,2,0,2,0,0,1
204,7/26/2007,14,2,0,6,3,2,0,0,2,1,4,3,0,3,1,6,7,2,1,0,2,1,0,0,3,3,2,0,5,1,1,1,1,1,1,4,1,0,0,2,1,1,0,1,1,2,2,1,3
205,7/27/2007,9,0,0,5,2,1,1,1,1,2,6,1,1,0,0,2,4,2,1,0,4,0,0,0,0,0,1,1,0,0,4,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,3,4,1
206,7/28/2007,2,0,2,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
207,7/29/2007,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,7/30/2007,13,0,2,9,3,1,0,1,1,0,5,2,0,1,0,0,9,3,0,0,2,0,0,0,2,2,1,0,1,0,6,1,0,0,0,1,0,0,2,2,2,1,0,1,1,1,1,0,0
209,8/1/2007,19,3,2,8,5,3,0,1,1,2,8,1,1,0,4,2,2,2,2,0,0,0,2,0,1,0,1,1,4,2,2,2,0,0,1,0,0,1,2,1,2,0,0,0,0,0,1,2,1
210,8/2/2007,14,1,1,6,0,0,0,0,2,0,3,0,0,0,0,2,0,2,1,0,0,0,2,0,4,0,0,0,0,0,2,2,0,0,0,5,0,1,0,0,1,1,0,0,2,1,0,0,0
211,8/3/2007,10,3,2,3,4,2,0,2,1,1,4,1,1,0,0,4,2,3,0,0,0,3,1,0,1,0,0,0,0,0,1,2,0,1,0,2,0,0,1,1,2,0,0,0,0,1,2,0,0
212,8/4/2007,2,1,2,0,0,0,0,2,0,4,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
213,8/5/2007,5,1,1,3,4,1,0,0,1,1,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,1,2,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0
214,8/6/2007,10,5,3,5,2,2,0,2,2,2,5,1,1,0,2,6,9,4,1,0,2,1,1,0,0,1,1,1,9,0,5,0,0,2,1,5,0,1,0,1,0,0,2,1,0,1,2,1,1
215,8/7/2007,25,3,3,26,5,2,0,1,1,5,5,2,0,1,3,6,4,2,0,0,5,2,0,0,3,0,1,0,5,2,3,4,1,0,0,3,0,4,1,4,4,0,1,5,3,1,1,0,3
216,8/8/2007,10,2,1,7,4,1,0,0,1,1,1,1,1,0,1,5,1,3,0,0,0,3,0,0,3,1,0,1,5,2,4,0,2,0,1,1,0,1,1,6,0,1,1,0,0,2,0,2,0
217,8/9/2007,8,1,2,13,0,0,0,0,1,1,5,4,1,1,0,2,3,2,1,0,1,0,1,0,4,1,2,3,1,1,0,0,1,1,0,2,0,2,1,4,1,0,4,1,0,0,3,0,0
218,8/10/2007,5,1,1,6,3,0,0,0,1,2,4,0,2,0,2,2,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0
219,8/11/2007,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,5,0,0
220,8/12/2007,1,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,5,1,1,0,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0
221,8/13/2007,18,2,4,7,2,3,0,2,1,3,2,2,3,1,8,0,1,2,0,0,1,3,1,0,1,1,2,0,0,0,1,2,0,0,2,0,0,1,1,0,3,0,0,1,1,0,4,0,2
222,8/14/2007,10,2,0,9,1,2,0,2,1,1,2,0,2,3,1,3,0,0,2,0,0,2,0,0,4,2,2,0,1,2,3,0,1,0,0,3,1,0,1,2,1,1,0,0,1,0,3,0,1
223,8/15/2007,11,2,4,8,4,7,0,0,0,1,5,1,3,3,4,3,3,2,3,0,4,1,1,0,2,1,2,0,2,2,1,3,0,1,0,2,0,0,0,0,1,0,1,3,0,2,3,0,0
224,8/16/2007,9,1,3,6,3,0,0,2,1,1,4,2,1,0,4,0,0,1,1,0,1,1,0,0,0,3,0,0,2,0,4,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0,1,0,0
225,8/17/2007,4,1,1,5,1,3,0,1,3,2,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
226,8/18/2007,6,1,0,4,0,0,0,2,0,0,1,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
227,8/19/2007,4,1,0,2,0,3,0,1,0,0,2,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,4,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
228,8/20/2007,24,2,1,14,3,1,0,0,0,2,4,4,0,2,3,1,7,7,1,0,1,2,0,0,4,1,1,1,2,0,1,1,0,0,0,2,2,1,1,2,1,4,2,0,1,0,3,1,0
229,8/21/2007,8,1,0,6,3,0,0,1,0,0,3,2,1,1,1,1,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0
230,8/22/2007,24,2,4,9,2,0,0,2,1,0,8,1,1,0,2,6,3,1,0,0,2,1,1,0,2,0,0,0,4,1,12,3,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,3,1
231,8/23/2007,12,1,2,5,3,1,0,0,0,3,2,2,0,2,2,2,7,2,2,0,4,1,0,0,0,4,1,0,1,0,8,1,0,0,0,0,0,0,0,0,3,1,6,2,2,1,0,0,0
232,8/24/2007,19,2,1,3,0,1,0,0,0,0,7,1,0,2,1,3,1,2,0,0,5,0,0,0,2,4,0,2,1,0,8,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1
233,8/25/2007,10,0,0,2,0,1,1,0,0,0,2,3,0,1,0,0,0,0,3,0,5,0,0,0,0,0,4,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0
234,8/26/2007,10,0,0,4,2,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,1,9,1,0,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,0
235,8/27/2007,17,0,0,7,2,0,0,1,0,2,2,0,0,3,3,1,2,1,1,0,1,2,0,0,5,2,1,0,0,2,6,0,1,0,0,0,0,0,2,1,2,1,0,1,2,0,4,0,0
236,8/28/2007,5,1,2,5,0,2,0,2,0,2,1,2,0,2,1,3,0,0,4,0,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
237,8/29/2007,12,3,2,9,1,1,0,0,1,1,7,1,2,3,7,4,3,1,3,0,9,1,2,0,2,2,0,0,0,0,2,0,0,2,0,3,1,2,2,1,2,1,0,8,1,0,0,2,0
238,8/30/2007,14,0,1,10,0,0,0,1,0,1,10,0,1,2,1,1,2,3,0,0,2,2,0,0,3,1,1,0,5,0,1,1,0,1,1,0,0,1,0,1,1,0,2,2,1,0,0,0,0
239,9/1/2007,3,2,0,3,0,2,0,2,0,0,1,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,9/2/2007,3,0,0,2,0,1,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
241,9/3/2007,16,1,1,8,1,2,0,2,1,0,6,1,1,0,0,0,1,2,0,0,4,1,1,0,0,5,0,0,1,0,3,2,1,0,0,1,0,2,0,1,2,1,0,1,1,1,2,0,1
242,9/4/2007,13,3,0,13,4,2,0,3,1,0,4,1,1,3,1,6,5,3,3,0,2,2,0,0,4,3,6,0,1,1,3,1,0,1,0,2,1,3,0,1,1,0,1,0,5,2,1,2,0
243,9/5/2007,15,3,1,5,6,3,0,0,2,0,2,3,2,0,1,2,4,4,0,0,1,2,0,0,3,0,1,0,0,0,0,4,0,1,1,1,0,1,0,1,3,1,3,1,2,1,2,1,0
244,9/6/2007,19,1,2,8,1,1,0,0,1,1,9,0,2,1,0,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,1
245,9/7/2007,19,0,3,6,4,3,0,0,1,0,6,1,0,3,4,1,7,4,1,0,1,2,2,0,3,3,2,2,1,0,3,2,0,0,1,1,0,0,0,2,2,1,2,1,0,0,1,1,0
246,9/8/2007,9,1,1,7,1,1,0,0,1,1,10,0,0,0,1,1,8,3,1,0,7,1,0,0,1,1,2,0,0,1,2,3,0,0,0,0,0,1,2,1,1,1,0,6,1,0,1,6,0
247,9/9/2007,9,2,1,1,0,2,0,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1
248,9/10/2007,16,7,3,4,1,4,0,0,1,1,6,1,0,1,1,4,1,3,1,0,0,1,0,0,3,1,3,0,3,0,2,1,2,0,0,1,1,0,1,4,3,0,0,0,0,0,2,0,0
249,9/11/2007,22,0,1,4,2,0,0,0,0,3,4,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,2,1,5,2,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0
250,9/12/2007,27,2,1,6,2,3,0,1,1,2,5,5,0,0,1,1,2,3,1,0,2,0,0,0,3,0,2,2,0,1,3,0,0,0,0,1,0,0,0,1,2,0,0,1,1,2,2,3,1
251,9/13/2007,26,2,1,12,2,4,0,1,2,2,5,4,1,1,2,4,2,5,1,0,2,0,1,0,1,6,0,2,1,0,9,2,0,0,0,0,0,0,2,1,0,0,0,1,1,1,4,1,0
252,9/14/2007,14,2,0,1,1,2,0,0,0,0,2,0,1,0,1,1,1,3,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
253,9/15/2007,3,0,0,2,5,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,9/16/2007,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
